Tunisia,Access to electricity (% of population),higher,94.80000305,99.30000305,99.5,99.90000153,100,100,
United Kingdom,Access to electricity (% of population),higher,100,100,100,100,100,100,
United States,Access to electricity (% of population),higher,100,100,100,100,100,100,
Uruguay,Access to electricity (% of population),higher,97.67686462,98.16714478,99.30000305,99.70948029,99.90000153,100,
Argentina,Armed forces personnel (% of total labor force),higher,0.616565729,0.581332225,0.57154232,0.548376906,0.499818585,,
Australia,Armed forces personnel (% of total labor force),higher,0.541831548,0.508298598,0.484958833,0.460392174,0.434131475,,
Austria,Armed forces personnel (% of total labor force),higher,1.038512932,0.988526421,0.598659883,0.474756834,0.47182568,,
Belgium,Armed forces personnel (% of total labor force),higher,0.889839863,0.799709684,0.730206959,0.72851575,0.50053856,,
Brazil,Armed forces personnel (% of total labor force),higher,0.848422705,0.742830658,0.748137445,0.720143649,0.709397343,,
Bulgaria,Armed forces personnel (% of total labor force),higher,3.289844556,2.589207331,1.917787223,1.418937141,1.090842729,,
Canada,Armed forces personnel (% of total labor force),higher,0.420025336,0.398449817,0.346054825,0.342811382,0.34684694,,
Chile,Armed forces personnel (% of total labor force),higher,1.85455896,1.693629937,1.324266929,1.277708889,1.32403111,,
Costa Rica,Armed forces personnel (% of total labor force),higher,0.951009429,,0.475569786,0.411732182,0.388622682,,
Croatia,Armed forces personnel (% of total labor force),higher,5.225292901,1.725698546,1.129205703,0.978027337,1.010329497,,
Czechia,Armed forces personnel (% of total labor force),higher,1.230306352,0.541429823,0.544330251,0.471797615,0.461129801,,
Denmark,Armed forces personnel (% of total labor force),higher,0.764091887,0.725851441,0.64488791,0.573330331,0.494706965,,
Estonia,Armed forces personnel (% of total labor force),higher,1.121134116,1.188034708,0.842034355,0.937133017,0.99955163,,
Finland,Armed forces personnel (% of total labor force),higher,1.358817155,1.177535957,0.932538016,0.922283025,0.978666874,,
France,Armed forces personnel (% of total labor force),higher,1.411763785,1.237211148,1.139030184,1.004599284,0.991769197,,
Germany,Armed forces personnel (% of total labor force),higher,0.554610705,0.691076658,0.599449326,0.415605706,0.414099717,,
Greece,Armed forces personnel (% of total labor force),higher,3.357410548,3.347110278,2.948230091,3.068501183,3.104361015,,
Hungary,Armed forces personnel (% of total labor force),higher,1.380232915,1.029745847,0.8045773,0.839306946,0.842356374,,
Indonesia,Armed forces personnel (% of total labor force),higher,0.488817869,0.555812738,0.496656868,0.53550835,0.496321902,,
Ireland,Armed forces personnel (% of total labor force),higher,0.617472871,0.464869574,0.464421784,0.398104323,0.36783338,,
Israel,Armed forces personnel (% of total labor force),higher,6.503574083,5.675012051,5.299143925,4.779864568,4.315145239,,
Italy,Armed forces personnel (% of total labor force),higher,2.141455957,1.820180037,1.464065403,1.390989514,1.320084624,,
Japan,Armed forces personnel (% of total labor force),higher,0.366718688,0.408000622,0.393138231,0.393269634,0.378011442,,
"Korea, Rep.",Armed forces personnel (% of total labor force),higher,3.006410367,2.848047891,2.594439159,2.283344933,2.127819691,,
Lithuania,Armed forces personnel (% of total labor force),higher,0.98017218,1.862442561,1.684838986,1.929168925,2.508330028,,
Netherlands,Armed forces personnel (% of total labor force),higher,0.693166507,0.709459531,0.486991633,0.454156971,0.433108367,,
New Zealand,Armed forces personnel (% of total labor force),higher,0.473427834,0.410023153,0.415454584,0.353012637,0.317504555,,
Norway,Armed forces personnel (% of total labor force),higher,1.121797735,1.927376455,0.938411065,0.903317183,0.814088978,,
Panama,Armed forces personnel (% of total labor force),higher,0.941281579,0.82618568,0.741533083,1.215722685,1.371563377,,
Peru,Armed forces personnel (% of total labor force),higher,1.682799746,1.119440844,1.181169283,0.946733025,0.852801772,,
Poland,Armed forces personnel (% of total labor force),higher,1.366710135,0.920723805,0.672386196,0.942047805,1.031241657,,
Portugal,Armed forces personnel (% of total labor force),higher,1.729478259,1.701798746,1.644938165,1.41429289,0.987831061,,
Romania,Armed forces personnel (% of total labor force),higher,2.404640369,1.831661795,1.644723123,1.65119096,1.404328296,,
Slovenia,Armed forces personnel (% of total labor force),higher,1.407869049,1.181610594,1.163397775,1.31092447,0.680563779,,
Spain,Armed forces personnel (% of total labor force),higher,1.325506668,1.037848642,0.950583142,0.867985617,0.86001817,,
Sweden,Armed forces personnel (% of total labor force),higher,1.967949831,0.609783269,0.428501777,0.590089471,0.274895247,,
Switzerland,Armed forces personnel (% of total labor force),higher,0.692699151,2.609948886,0.568629642,0.436035379,0.402333049,,
Tunisia,Armed forces personnel (% of total labor force),higher,1.433110774,1.341980638,1.227930013,1.159830742,1.131917964,,
United Kingdom,Armed forces personnel (% of total labor force),higher,0.720050841,0.704243453,0.53982813,0.453232383,0.429445158,,
United States,Armed forces personnel (% of total labor force),higher,0.995310656,1.016806329,0.997357483,0.83868323,0.83063782,,
Uruguay,Armed forces personnel (% of total labor force),higher,1.642039413,1.651085595,1.519491954,1.460681831,1.261894069,,
Argentina,Average precipitation in depth (mm per year),lower,591,591,591,591,591,,
Australia,Average precipitation in depth (mm per year),lower,534,534,534,534,534,,
Austria,Average precipitation in depth (mm per year),lower,1110,1110,1110,1110,1110,,
Belgium,Average precipitation in depth (mm per year),lower,847,847,847,847,847,,
Brazil,Average precipitation in depth (mm per year),lower,1782,1782,1761,1761,1761,,
Bulgaria,Average precipitation in depth (mm per year),lower,608,608,608,608,608,,
Canada,Average precipitation in depth (mm per year),lower,537,537,537,537,537,,
Chile,Average precipitation in depth (mm per year),lower,1522,1522,1522,1522,1522,,
Costa Rica,Average precipitation in depth (mm per year),lower,2926,2926,2926,2926,2926,,
Croatia,Average precipitation in depth (mm per year),lower,1113,1113,1113,1113,1113,,
Czechia,Average precipitation in depth (mm per year),lower,677,677,677,677,677,,
Denmark,Average precipitation in depth (mm per year),lower,703,703,703,703,703,,
Estonia,Average precipitation in depth (mm per year),lower,626,626,626,626,626,,
Finland,Average precipitation in depth (mm per year),lower,536,536,536,536,536,,
France,Average precipitation in depth (mm per year),lower,867,867,867,867,867,,
Germany,Average precipitation in depth (mm per year),lower,700,700,700,700,700,,
Greece,Average precipitation in depth (mm per year),lower,652,652,652,652,652,,
Hungary,Average precipitation in depth (mm per year),lower,589,589,589,589,589,,
Indonesia,Average precipitation in depth (mm per year),lower,2702,2702,2702,2702,2702,,
Ireland,Average precipitation in depth (mm per year),lower,1118,1118,1118,1118,1118,,
Israel,Average precipitation in depth (mm per year),lower,435,435,435,435,435,,
Italy,Average precipitation in depth (mm per year),lower,832,832,832,832,832,,
Japan,Average precipitation in depth (mm per year),lower,1668,1668,1668,1668,1668,,
"Korea, Rep.",Average precipitation in depth (mm per year),lower,1274,1274,1274,1274,1274,,
Lithuania,Average precipitation in depth (mm per year),lower,656,656,656,656,656,,
Netherlands,Average precipitation in depth (mm per year),lower,778,778,778,778,778,,
New Zealand,Average precipitation in depth (mm per year),lower,1732,1732,1732,1732,1732,,
Norway,Average precipitation in depth (mm per year),lower,1414,1414,1414,1414,1414,,
Panama,Average precipitation in depth (mm per year),lower,2928,2928,2928,2928,2928,,
Peru,Average precipitation in depth (mm per year),lower,1738,1738,1738,1738,1738,,
Poland,Average precipitation in depth (mm per year),lower,600,600,600,600,600,,
Portugal,Average precipitation in depth (mm per year),lower,854,854,854,854,854,,
Romania,Average precipitation in depth (mm per year),lower,637,637,637,637,637,,
Slovenia,Average precipitation in depth (mm per year),lower,1162,1162,1162,1162,1162,,
Spain,Average precipitation in depth (mm per year),lower,636,636,636,636,636,,
Sweden,Average precipitation in depth (mm per year),lower,624,624,624,624,624,,
Switzerland,Average precipitation in depth (mm per year),lower,1537,1537,1537,1537,1537,,
Tunisia,Average precipitation in depth (mm per year),lower,207,207,207,207,207,,
United Kingdom,Average precipitation in depth (mm per year),lower,1220,1220,1220,1220,1220,,
United States,Average precipitation in depth (mm per year),lower,715,715,715,715,715,,
Uruguay,Average precipitation in depth (mm per year),lower,1265,1300,1300,1300,1300,,
Argentina,CO2 emissions (metric tons per capita),lower,3.56803988,3.736578794,4.099689714,4.301913876,3.740650291,,
Australia,CO2 emissions (metric tons per capita),lower,17.83874781,18.34231341,17.59006927,15.863288,15.25361834,,
Austria,CO2 emissions (metric tons per capita),lower,7.929785513,9.26611356,8.365014901,7.317158873,7.293984252,,
Belgium,CO2 emissions (metric tons per capita),lower,11.43958054,10.55578237,9.794792242,8.437851999,8.095583954,,
Brazil,CO2 emissions (metric tons per capita),lower,1.783495567,1.775667754,2.026600029,2.365340621,2.050685078,,
Bulgaria,CO2 emissions (metric tons per capita),lower,5.3144536,6.265854174,6.049544016,6.207865317,5.61085728,,
Canada,CO2 emissions (metric tons per capita),lower,16.75762643,17.02748527,15.79214123,15.64858561,15.43061283,,
Chile,CO2 emissions (metric tons per capita),lower,3.284305637,3.460211752,4.101936926,4.60153513,4.798974486,,
Costa Rica,CO2 emissions (metric tons per capita),lower,1.243970825,1.452772045,1.538211273,1.540271137,1.620601418,,
Croatia,CO2 emissions (metric tons per capita),lower,4.037327826,4.976630894,4.530399209,3.948992432,4.063707833,,
Czechia,CO2 emissions (metric tons per capita),lower,12.01065269,11.750804,10.71659406,9.400668002,9.022786158,,
Denmark,CO2 emissions (metric tons per capita),lower,9.850895645,9.262963492,8.673891232,5.929462754,5.107988509,,
Estonia,CO2 emissions (metric tons per capita),lower,10.68014331,12.71797866,14.26988866,11.81383402,7.672029278,,
Finland,CO2 emissions (metric tons per capita),lower,10.64485611,10.57167065,11.65875348,7.814537356,7.372854761,,
France,CO2 emissions (metric tons per capita),lower,6.124614634,6.024207509,5.347945928,4.677807228,4.459547465,,
Germany,CO2 emissions (metric tons per capita),lower,10.09931602,9.729424378,9.453399722,9.087290909,7.911621016,,
Greece,CO2 emissions (metric tons per capita),lower,8.741595261,9.278882623,7.874949777,6.28506954,5.59618907,,
Hungary,CO2 emissions (metric tons per capita),lower,5.350127818,5.543733303,4.787989094,4.407180501,4.74663103,,
Indonesia,CO2 emissions (metric tons per capita),lower,1.311004933,1.495377193,1.702837906,1.885623811,2.299255915,,
Ireland,CO2 emissions (metric tons per capita),lower,11.17688705,11.21417451,8.813296615,7.881824817,7.245143221,,
Israel,CO2 emissions (metric tons per capita),lower,9.063444109,8.803624525,9.250222551,7.892507176,6.919593718,,
Italy,CO2 emissions (metric tons per capita),lower,7.662168039,8.173783064,6.836836177,5.563259469,5.311315442,,
Japan,CO2 emissions (metric tons per capita),lower,9.323415561,9.49198928,9.030061533,9.276629423,8.540980205,,
"Korea, Rep.",CO2 emissions (metric tons per capita),lower,9.714493739,9.982450603,11.60791602,11.91474367,11.79932538,,
Lithuania,CO2 emissions (metric tons per capita),lower,3.003255289,3.861517472,4.068083042,3.810789214,4.198076022,,
Netherlands,CO2 emissions (metric tons per capita),lower,10.178636,10.28991121,10.29828126,9.292250246,8.437074627,,
New Zealand,CO2 emissions (metric tons per capita),lower,7.634082484,8.280316298,7.136782411,7.003080396,6.830414187,,
Norway,CO2 emissions (metric tons per capita),lower,7.635326646,7.862364379,8.469598181,7.610906295,6.722269985,,
Panama,CO2 emissions (metric tons per capita),lower,1.758985066,2.153745971,2.536139879,2.704001039,3.151777743,,
Peru,CO2 emissions (metric tons per capita),lower,1.074117523,1.111653253,1.53953674,1.776186591,1.728872515,,
Poland,CO2 emissions (metric tons per capita),lower,7.73080499,7.895886085,8.247028077,7.610089275,7.773641839,,
Portugal,CO2 emissions (metric tons per capita),lower,5.99228486,6.233261377,4.817886772,4.812669696,4.339768426,,
Romania,CO2 emissions (metric tons per capita),lower,3.966498018,4.442373285,3.83367893,3.700112058,3.817434477,,
Slovenia,CO2 emissions (metric tons per capita),lower,7.310481793,7.958113965,7.70288523,6.367726166,6.512209378,,
Spain,CO2 emissions (metric tons per capita),lower,7.230107062,8.029202013,5.866642426,5.51794436,5.09135092,,
Sweden,CO2 emissions (metric tons per capita),lower,6.005336499,5.560617833,5.132155515,3.999311639,3.405037919,,
Switzerland,CO2 emissions (metric tons per capita),lower,6.084142395,6.165024808,5.777702857,4.719648777,4.359041462,,
Tunisia,CO2 emissions (metric tons per capita),lower,2.092321725,2.211131949,2.525914761,2.637184838,2.48229898,,
United Kingdom,CO2 emissions (metric tons per capita),lower,9.014558285,8.955450044,7.686282334,6.159448333,5.220514488,,
United States,CO2 emissions (metric tons per capita),lower,20.46980666,19.46926248,17.43173849,15.56003496,14.67341061,,
Uruguay,CO2 emissions (metric tons per capita),lower,1.658453374,1.633679132,1.873144628,1.951323834,1.893006281,,
Argentina,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,56.73295,58.96151,,
Australia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,80.38389,81.21506,,
Austria,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,78.81665,78.74549,,
Belgium,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,72.42806,74.98904,,
Brazil,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,55.61506,59.08307,,
Bulgaria,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,72.46018,71.97405,,
Canada,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,79.75597,79.64043,,
Chile,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,71.17517,72.58023,,
Costa Rica,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,67.67451,69.2383,,
Croatia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,71.35304,73.62096,,
Czechia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,76.10923,76.34054,,
Denmark,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,84.50938,85.28856,,
Estonia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,80.53864,80.61685,,
Finland,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,80.10477,80.17834,,
France,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,76.14755,76.80465,,
Germany,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,79.5005,79.71004,,
Greece,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,66.92296,68.42391,,
Hungary,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,71.06578,73.41584,,
Indonesia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,62.11215,69.57879,,
Ireland,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,79.79674,79.57614,,
Israel,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,72.99577,76.67572,,
Italy,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,71.68638,72.85055,,
Japan,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,77.52941,77.99983,,
"Korea, Rep.",Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,83.08952,84.00083,,
Lithuania,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,78.99313,81.61948,,
Netherlands,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,75.5221,76.10376,,
New Zealand,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,87.13471,86.76465,,
Norway,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,81.83183,82.62729,,
Panama,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,64.72621,66.56045,,
Peru,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,67.22451,68.69658,,
Poland,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,76.93009,76.38122,,
Portugal,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,76.36078,76.46616,,
Romania,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,72.72233,73.3332,,
Slovenia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,74.71274,76.51751,,
Spain,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,75.92621,77.93588,,
Sweden,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,81.63208,81.99155,,
Switzerland,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,76.42844,76.61864,,
Tunisia,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,64.56559,68.65706,,
United Kingdom,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,83.33719,83.54968,,
United States,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,83.59247,83.99668,,
Uruguay,Ease of doing business score (0 = lowest performance to 100 = best performance),higher,,,,60.1749,61.53994,,
Argentina,Exports of goods and services (annual % growth),higher,2.702391309,12.88683042,13.89691362,-2.77737294,9.751025404,,
Australia,Exports of goods and services (annual % growth),higher,9.89182849,3.459624099,4.705863873,6.854198069,3.90455841,,
Austria,Exports of goods and services (annual % growth),higher,13.52458428,6.665106633,13.13107325,3.04914319,3.98474868,,
Belgium,Exports of goods and services (annual % growth),higher,12.39693981,5.511088341,10.4390846,3.721674669,2.388950003,,
Brazil,Exports of goods and services (annual % growth),higher,12.86054934,9.644173603,11.72172154,6.819563948,-2.561421037,,
Bulgaria,Exports of goods and services (annual % growth),higher,-17.16072185,9.086311505,11.04634031,6.448874172,3.974485273,,
Canada,Exports of goods and services (annual % growth),higher,9.025706322,2.271950052,6.677633228,3.419000458,1.28272883,,
Chile,Exports of goods and services (annual % growth),higher,6.071714246,3.273615524,1.868792132,-2.331673024,-2.548880907,,
Costa Rica,Exports of goods and services (annual % growth),higher,2.240459977,6.011897539,9.32745251,2.888311942,4.261470046,,
Croatia,Exports of goods and services (annual % growth),higher,13.68490998,4.575556148,7.783554359,10.30001894,6.794345677,,
Czechia,Exports of goods and services (annual % growth),higher,14.78107273,18.15847222,14.66160452,6.032334309,1.479067824,,
Denmark,Exports of goods and services (annual % growth),higher,12.612938,7.820181003,2.940134566,3.577370534,4.511018044,,
Estonia,Exports of goods and services (annual % growth),higher,-6.950075367,19.92239555,24.2172264,-1.502566939,6.109863305,,
Finland,Exports of goods and services (annual % growth),higher,16.10557501,6.948053981,6.180251346,0.391667673,6.674738913,,
France,Exports of goods and services (annual % growth),higher,12.88554421,3.975619735,8.695173397,4.645919204,1.618733498,,
Germany,Exports of goods and services (annual % growth),higher,13.8233919,6.686140019,14.40774522,5.440742334,1.265016807,,
Greece,Exports of goods and services (annual % growth),higher,22.18314974,3.339476886,4.861192368,5.018175967,4.886259438,,
Hungary,Exports of goods and services (annual % growth),higher,25.00414694,12.87532778,11.11821366,7.365379523,5.422321198,,
Indonesia,Exports of goods and services (annual % growth),higher,26.48491895,16.60131419,15.26632241,-2.120239724,-0.477023226,,
Ireland,Exports of goods and services (annual % growth),higher,21.18778424,5.479910206,5.981847956,39.16575797,11.84805847,,
Israel,Exports of goods and services (annual % growth),higher,23.39806052,4.672859964,14.85803984,-1.741590082,3.681940027,,
Italy,Exports of goods and services (annual % growth),higher,12.0846452,3.216572869,11.76156395,4.274025708,1.573533126,,
Japan,Exports of goods and services (annual % growth),higher,13.0238932,7.11973424,24.8607371,3.211234756,-1.458490573,,
"Korea, Rep.",Exports of goods and services (annual % growth),higher,16.98546481,7.899183358,13.02782154,0.234197142,0.238336269,,
Lithuania,Exports of goods and services (annual % growth),higher,14.1161568,19.84298986,16.38173229,2.420694958,10.06715704,,
Netherlands,Exports of goods and services (annual % growth),higher,12.4289131,5.760175605,9.727604623,7.393800687,1.979894356,,
New Zealand,Exports of goods and services (annual % growth),higher,6.058622898,-0.442597022,2.82096339,6.241917214,-0.248446214,,
Norway,Exports of goods and services (annual % growth),higher,3.174470513,0.452732622,0.556215322,4.342248267,1.137670339,,
Panama,Exports of goods and services (annual % growth),higher,18.46446784,11.31822591,5.783150387,0.935767395,1.233071028,,
Peru,Exports of goods and services (annual % growth),higher,7.799107721,14.16135855,3.232102056,4.26188239,0.32808177,,
Poland,Exports of goods and services (annual % growth),higher,23.6072091,9.969894434,12.45743637,6.589227166,5.337289275,,
Portugal,Exports of goods and services (annual % growth),higher,8.525861857,0.257734563,9.209004734,6.261534575,4.075287618,,
Romania,Exports of goods and services (annual % growth),higher,-18.57646817,9.20332782,15.52420303,4.583191799,5.358309736,,
Slovenia,Exports of goods and services (annual % growth),higher,12.5925165,11.36390935,10.16055882,4.741264855,4.481843909,,
Spain,Exports of goods and services (annual % growth),higher,10.43821013,1.890665432,9.063265573,4.316234026,2.214131989,,
Sweden,Exports of goods and services (annual % growth),higher,12.04125654,6.398959552,10.64721448,5.800060938,5.973993017,,
Switzerland,Exports of goods and services (annual % growth),higher,12.13383541,6.473468985,12.60579124,4.023777218,-0.678189142,,
Tunisia,Exports of goods and services (annual % growth),higher,5.759314378,4.474315346,26.67880317,-9.165951036,-4.222350837,,
United Kingdom,Exports of goods and services (annual % growth),higher,9.244332328,7.388955102,6.833014913,3.987562885,1.715184653,,
United States,Exports of goods and services (annual % growth),higher,8.311154553,6.941598526,12.88280384,0.271088945,0.470300564,,
Uruguay,Exports of goods and services (annual % growth),higher,7.991698582,15.99471414,7.179440506,-0.599965028,3.645848669,,
Argentina,"Government expenditure on education, total (% of government expenditure)",higher,16.22615051,15.8031702,15.04796982,13.96331024,12.5300703,11.91689968,
Australia,"Government expenditure on education, total (% of government expenditure)",higher,13.36015987,13.58512974,14.32400036,14.08578968,12.84535027,14.43000031,
Austria,"Government expenditure on education, total (% of government expenditure)",higher,11.03322029,10.26185036,10.78913021,10.69347954,10.73365974,8.890000343,
Belgium,"Government expenditure on education, total (% of government expenditure)",higher,,11.17551994,11.95765018,12.00967979,12.23050976,11.18999958,
Brazil,"Government expenditure on education, total (% of government expenditure)",higher,11.45215988,11.26471996,14.15985966,16.21810913,15.95808029,,
Bulgaria,"Government expenditure on education, total (% of government expenditure)",higher,,12.07252026,11.16341972,9.708580017,11.70670986,9.550000191,
Canada,"Government expenditure on education, total (% of government expenditure)",higher,12.98260021,12.17807007,12.33596039,12.35161972,11.73793983,10,
Chile,"Government expenditure on education, total (% of government expenditure)",higher,16.42790985,16.19908905,17.85330963,19.59370995,21.23353004,,
Costa Rica,"Government expenditure on education, total (% of government expenditure)",higher,18.81950951,,22.88088989,23.37343025,24.55101013,21.53948021,
Croatia,"Government expenditure on education, total (% of government expenditure)",higher,,,8.738349915,10.09977818,8.509619713,9.979999542,
Czechia,"Government expenditure on education, total (% of government expenditure)",higher,8.912139893,9.124210358,9.244799614,13.71630955,11.06466007,10.77000046,
Denmark,"Government expenditure on education, total (% of government expenditure)",higher,15.34414959,15.77933979,15.10334015,12.8566246,13.9115696,11.93999958,
Estonia,"Government expenditure on education, total (% of government expenditure)",higher,14.68504047,14.26515007,13.70024014,13.01430035,13.4449501,14.35000038,
Finland,"Government expenditure on education, total (% of government expenditure)",higher,12.17092037,12.24969959,12.06608963,12.44361019,12.04329967,10.22999954,
France,"Government expenditure on education, total (% of government expenditure)",higher,,,9.947993279,9.620544434,9.672380447,,
Germany,"Government expenditure on education, total (% of government expenditure)",higher,,,10.26904011,10.99915981,11.37255955,9.180000305,
Greece,"Government expenditure on education, total (% of government expenditure)",higher,6.957769871,8.700209618,7.824027061,7.156529903,7.503829956,7.460000038,
Hungary,"Government expenditure on education, total (% of government expenditure)",higher,10.32361031,10.80056953,9.677240372,8.9230299,9.271349907,9.180000305,
Indonesia,"Government expenditure on education, total (% of government expenditure)",higher,,15.1487999,16.65418053,20.50329971,17.34799957,19.15279961,
Ireland,"Government expenditure on education, total (% of government expenditure)",higher,13.51819992,13.68492985,9.323320389,12.93684006,13.61303043,11.32999992,
Israel,"Government expenditure on education, total (% of government expenditure)",higher,13.6803503,13.18183994,13.71627045,15.49291039,15.74192047,15.60000038,
Italy,"Government expenditure on education, total (% of government expenditure)",higher,9.221059799,8.971509933,8.68076992,8.095910072,8.448579788,7.46999979,
Japan,"Government expenditure on education, total (% of government expenditure)",higher,,,8.417507172,8.374353409,8.182955742,7.309999943,
"Korea, Rep.","Government expenditure on education, total (% of government expenditure)",higher,,,14.81999969,14.65295982,13.83082008,,
Lithuania,"Government expenditure on education, total (% of government expenditure)",higher,,14.57956028,12.85881996,12.28826046,11.74954033,12.02999973,
Netherlands,"Government expenditure on education, total (% of government expenditure)",higher,11.08148956,12.33590984,11.66905022,12.20965004,12.51278973,11.02000046,
New Zealand,"Government expenditure on education, total (% of government expenditure)",higher,,16.25795937,15.68109989,16.37351036,13.48462963,14.43999958,
Norway,"Government expenditure on education, total (% of government expenditure)",higher,15.6301899,16.37252998,15.08848953,15.60758018,15.6655302,10.14000034,
Panama,"Government expenditure on education, total (% of government expenditure)",higher,19.8319397,,,7.864059925,10.09027004,10.24318027,11.97052956
Peru,"Government expenditure on education, total (% of government expenditure)",higher,15.25037003,14.27851963,13.55558014,17.57485962,17.76287079,15.92708969,17.87413979
Poland,"Government expenditure on education, total (% of government expenditure)",higher,11.58343983,12.26548958,11.04356956,11.54141045,11.99291039,10.65999985,
Portugal,"Government expenditure on education, total (% of government expenditure)",higher,12.05200005,10.85459995,10.42891026,10.13582993,10.90674973,10.14999962,
Romania,"Government expenditure on education, total (% of government expenditure)",higher,8.187580109,10.83668041,9.129130363,9.094510078,10.59846973,8.760000229,
